movieId,rating_count,avg_rating,std_rating,min_rating,max_rating
8928,3,3.6666666666666665,0.5773502691896258,3.0,4.0
69481,34,4.0588235294117645,0.8049534701624435,1.0,5.0
897,2,3.75,0.3535533905932738,3.5,4.0
4158,6,2.0833333333333335,1.3934369977385652,0.5,4.0
1395,5,3.0,0.7071067811865476,2.0,4.0
3179,3,3.3333333333333335,0.5773502691896258,3.0,4.0
91690,3,3.6666666666666665,1.0408329997330663,2.5,4.5
1483,11,3.090909090909091,1.513574937328539,1.0,5.0
2563,3,4.166666666666667,1.0408329997330663,3.0,5.0
4219,3,3.3333333333333335,0.5773502691896258,3.0,4.0
1460,2,3.25,0.3535533905932738,3.0,3.5
92008,3,2.8333333333333335,0.2886751345948129,2.5,3.0
101362,8,2.875,0.9161253813129043,1.5,4.5
185435,1,3.0,,3.0,3.0
74452,2,2.25,2.4748737341529163,0.5,4.0
71468,1,3.5,,3.5,3.5
51927,2,3.25,0.3535533905932738,3.0,3.5
4190,2,4.0,0.0,4.0,4.0
1507,1,3.5,,3.5,3.5
3475,2,4.5,0.7071067811865476,4.0,5.0
100068,1,3.5,,3.5,3.5
50954,2,1.0,0.0,1.0,1.0
1990,1,4.0,,4.0,4.0
45183,1,3.0,,3.0,3.0
5614,1,4.5,,4.5,4.5
1270,171,4.038011695906433,0.8744844665374804,1.0,5.0
80906,12,4.291666666666667,0.8382431122004613,2.0,5.0
31,38,3.1842105263157894,0.989273912220329,0.5,5.0
516,18,3.0555555555555554,0.9531509492342458,2.0,5.0
6266,8,3.0625,0.6232117273791123,2.0,4.0
61250,10,2.5,1.0540925533894598,0.5,4.0
2572,54,3.5277777777777777,1.047983988547331,0.5,5.0
3000,48,3.9583333333333335,0.9555734233306651,0.5,5.0
82459,28,3.75,0.9670497325294006,1.0,5.0
74948,2,4.0,0.0,4.0,4.0
1322,3,1.5,0.8660254037844386,0.5,2.0
1339,29,3.4655172413793105,0.8857103130373326,2.0,5.0
2393,33,3.1515151515151514,1.100318480066457,0.5,5.0
3213,13,4.115384615384615,0.820412654142367,2.5,5.0
3704,24,3.2708333333333335,0.8966018779459655,2.0,5.0
4489,24,3.4583333333333335,0.764947663266077,2.0,5.0
1303,17,4.029411764705882,0.6724625508925691,3.0,5.0
55363,10,4.1,0.9067647005823629,3.0,5.0
7387,20,3.975,1.0062305898749053,2.0,5.0
27266,7,4.071428571428571,0.3450327796711771,3.5,4.5
67618,1,5.0,,5.0,5.0
99130,1,3.5,,3.5,3.5
150554,1,5.0,,5.0,5.0
6482,11,1.9545454545454546,1.3314380468978917,0.5,5.0
135137,6,2.5833333333333335,1.0206207261596574,1.0,4.0
168144,1,4.0,,4.0,4.0
2996,4,3.125,0.8539125638299665,2.0,4.0
3761,1,4.0,,4.0,4.0
7879,1,3.5,,3.5,3.5
6559,4,2.5,0.9128709291752768,1.5,3.5
1699,2,4.0,1.4142135623730951,3.0,5.0
55272,2,3.75,0.3535533905932738,3.5,4.0
176751,2,4.5,0.7071067811865476,4.0,5.0
87028,1,2.0,,2.0,2.0
31435,1,4.5,,4.5,4.5
5984,2,3.5,0.7071067811865476,3.0,4.0
5071,1,4.0,,4.0,4.0
5345,1,3.0,,3.0,3.0
50792,2,2.25,0.3535533905932738,2.0,2.5
71732,2,2.5,1.4142135623730951,1.5,3.5
1650,2,3.75,0.3535533905932738,3.5,4.0
59667,1,4.0,,4.0,4.0
40578,1,3.0,,3.0,3.0
56022,1,2.0,,2.0,2.0
172253,1,3.0,,3.0,3.0
1352,2,2.25,0.3535533905932738,2.0,2.5
1265,143,3.944055944055944,0.8498237081162134,1.0,5.0
4239,51,3.8137254901960786,0.7871517281549059,1.5,5.0
251,3,3.0,0.5,2.5,3.5
33615,40,3.375,0.8378084965689218,1.0,5.0
150548,10,3.85,1.2258783698955529,1.0,5.0
3986,20,2.8,0.9920738512408184,0.5,4.0
1884,46,3.967391304347826,0.8459194466052471,2.0,5.0
808,2,3.5,0.7071067811865476,3.0,4.0
2231,36,3.861111111111111,0.7330085861035922,2.0,5.0
71106,5,3.6,0.8215838362577491,2.5,4.5
580,5,2.8,1.0954451150103321,1.0,4.0
2443,8,3.375,0.8762745818846642,2.0,4.5
1975,7,2.5,1.1180339887498947,1.0,4.0
3098,24,3.6458333333333335,0.699054744803212,2.0,5.0
5308,19,2.8157894736842106,0.974829419776003,1.0,5.0
51086,14,2.9285714285714284,0.937614461876991,0.5,4.0
33437,9,3.4444444444444446,0.768295371441074,2.5,5.0
76293,11,3.3181818181818183,0.5134553180524705,2.5,4.0
3089,16,4.125,1.161895003862225,0.5,5.0
142444,1,5.0,,5.0,5.0
157775,1,5.0,,5.0,5.0
85,7,3.857142857142857,1.5735915849388864,1.0,5.0
91653,5,3.3,0.5700877125495689,2.5,4.0
75341,1,4.0,,4.0,4.0
101088,2,3.75,0.3535533905932738,3.5,4.0
4042,4,3.375,0.47871355387816905,3.0,4.0
2748,6,1.8333333333333333,0.9309493362512629,0.5,3.0
8911,1,5.0,,5.0,5.0
2025,7,3.9285714285714284,0.6725927091345493,3.0,5.0
5155,1,4.5,,4.5,4.5
123553,1,1.0,,1.0,1.0
2525,3,2.0,1.0,1.0,3.0
26375,3,3.6666666666666665,0.5773502691896258,3.0,4.0
83613,9,3.0,0.8291561975888498,1.5,4.0
26736,1,4.5,,4.5,4.5
2259,8,3.1875,1.0669549461635468,2.0,5.0
50610,1,4.0,,4.0,4.0
32554,3,3.8333333333333335,0.7637626158259733,3.0,4.5
5074,3,3.1666666666666665,1.0408329997330663,2.0,4.0
4078,1,4.0,,4.0,4.0
2488,3,3.0,2.29128784747792,0.5,5.0
6598,1,3.5,,3.5,3.5
6597,1,3.0,,3.0,3.0
8743,2,3.0,0.7071067811865476,2.5,3.5
32291,5,3.1,0.6519202405202649,2.5,4.0
111680,1,1.5,,1.5,1.5
451,1,4.0,,4.0,4.0
8650,1,3.5,,3.5,3.5
113829,1,5.0,,5.0,5.0
27255,1,3.5,,3.5,3.5
137,1,3.0,,3.0,3.0
27480,1,4.5,,4.5,4.5
34450,1,4.5,,4.5,4.5
2096,22,3.409090909090909,0.6480072684109491,2.0,4.0
65,31,2.532258064516129,1.0562156019721836,1.0,5.0
458,5,2.8,0.4472135954999579,2.0,3.0
6934,79,3.151898734177215,1.1445367173254293,0.5,5.0
8665,75,3.7866666666666666,0.8429891046927184,0.5,5.0
32296,8,2.25,0.8017837257372732,1.0,3.5
1223,28,4.089285714285714,1.0891176468486996,0.5,5.0
4383,5,3.5,0.7071067811865476,2.5,4.0
104241,11,3.4545454545454546,0.650174801670499,2.5,4.5
879,4,3.0,1.8257418583505538,1.0,5.0
2249,11,3.1818181818181817,1.0787197799411874,2.0,5.0
2622,11,3.1363636363636362,0.7103136311133658,2.0,5.0
103883,3,4.0,0.5,3.5,4.5
108932,31,3.870967741935484,0.8657149447661152,1.0,5.0
5682,2,3.25,1.0606601717798212,2.5,4.0
76751,1,3.0,,3.0,3.0
6301,5,4.0,0.3535533905932738,3.5,4.5
3425,5,3.4,0.8215838362577492,2.5,4.5
8501,4,3.625,0.47871355387816905,3.0,4.0
27803,8,4.0,0.7559289460184544,3.0,5.0
173963,1,5.0,,5.0,5.0
101142,9,3.7777777777777777,0.754615428178118,2.5,5.0
159441,2,3.5,1.4142135623730951,2.5,4.5
168326,4,4.0,0.816496580927726,3.0,5.0
2924,10,4.05,0.8959786703810407,3.0,5.0
7324,11,3.3181818181818183,0.40451991747794525,3.0,4.0
2392,8,1.9375,0.7288689868556626,0.5,3.0
7333,2,4.25,0.3535533905932738,4.0,4.5
46974,6,2.6666666666666665,0.752772652709081,1.5,3.5
4307,1,4.5,,4.5,4.5
3834,2,3.0,0.0,3.0,3.0
81132,2,3.75,0.3535533905932738,3.5,4.0
36533,2,2.25,1.0606601717798212,1.5,3.0
52712,3,2.3333333333333335,1.6072751268321592,0.5,3.5
4957,2,3.5,2.1213203435596424,2.0,5.0
3566,8,2.875,1.3296078906418776,1.0,4.5
146210,1,3.0,,3.0,3.0
4000,3,3.0,0.0,3.0,3.0
5433,3,2.6666666666666665,0.5773502691896258,2.0,3.0
65037,1,3.5,,3.5,3.5
4294,2,4.0,1.4142135623730951,3.0,5.0
2656,1,3.0,,3.0,3.0
27683,1,2.0,,2.0,2.0
162598,1,3.5,,3.5,3.5
1977,6,2.5833333333333335,0.9174239296348591,1.5,4.0
8577,1,4.0,,4.0,4.0
27708,1,4.0,,4.0,4.0
152711,1,5.0,,5.0,5.0
6962,1,3.5,,3.5,3.5
26965,2,3.5,0.7071067811865476,3.0,4.0
5513,1,5.0,,5.0,5.0
2655,1,2.0,,2.0,2.0
184997,1,4.0,,4.0,4.0
110281,1,4.0,,4.0,4.0
130050,1,3.0,,3.0,3.0
804,8,3.25,1.0350983390135313,2.0,5.0
588,183,3.7923497267759565,0.8805258469397965,0.5,5.0
898,29,4.310344827586207,0.7839209269463556,2.0,5.0
799,23,3.4565217391304346,0.9404187108829004,0.5,5.0
48997,8,3.25,0.46291004988627565,2.5,4.0
70293,12,2.9583333333333335,1.2146517146403688,0.5,4.5
2027,9,1.8333333333333333,0.7905694150420949,1.0,3.0
5995,46,4.108695652173913,0.8226855986358935,1.0,5.0
112183,26,3.3461538461538463,1.2146541134761843,0.5,5.0
2802,13,3.0384615384615383,0.4311582492512881,2.0,4.0
5110,24,3.6041666666666665,1.0105870728858835,1.0,5.0
481,19,3.1578947368421053,0.8342100651206134,1.5,5.0
3105,22,3.6818181818181817,0.6463349888014092,2.0,4.5
6552,12,3.625,0.678400525299968,2.5,4.5
63033,1,3.5,,3.5,3.5
26729,5,3.8,0.27386127875258304,3.5,4.0
4477,8,1.9375,1.050085030570654,1.0,4.0
92427,1,1.0,,1.0,1.0
67734,15,3.3333333333333335,0.9193683131575153,2.0,5.0
255,7,2.0714285714285716,1.5391710817994273,0.5,5.0
6832,5,3.6,0.41833001326703784,3.0,4.0
53,2,5.0,0.0,5.0,5.0
171811,1,4.0,,4.0,4.0
4092,2,2.25,0.3535533905932738,2.0,2.5
48872,1,4.5,,4.5,4.5
2247,12,3.0,0.8528028654224418,1.0,4.0
3028,2,2.5,0.7071067811865476,2.0,3.0
5847,1,3.5,,3.5,3.5
5527,4,3.5,0.9128709291752769,2.5,4.5
6890,9,3.5555555555555554,0.7264831572567789,2.0,4.5
7810,3,3.3333333333333335,0.5773502691896258,3.0,4.0
3042,2,2.5,0.7071067811865476,2.0,3.0
27822,5,2.7,1.6431676725154984,1.0,4.5
30745,2,4.75,0.3535533905932738,4.5,5.0
2559,1,3.0,,3.0,3.0
71867,1,3.0,,3.0,3.0
110127,5,2.8,1.680773631397161,0.5,5.0
107997,2,2.25,1.0606601717798212,1.5,3.0
116887,2,2.75,1.0606601717798212,2.0,3.5
7987,1,2.5,,2.5,2.5
3790,2,4.0,0.0,4.0,4.0
71902,1,3.5,,3.5,3.5
72694,1,2.0,,2.0,2.0
103755,1,2.5,,2.5,2.5
970,1,3.5,,3.5,3.5
7584,2,4.0,0.0,4.0,4.0
70932,1,2.0,,2.0,2.0
6722,1,2.5,,2.5,2.5
159403,1,3.0,,3.0,3.0
25923,1,3.5,,3.5,3.5
2156,1,4.0,,4.0,4.0
4357,1,4.5,,4.5,4.5
7109,1,3.0,,3.0,3.0
31309,1,3.5,,3.5,3.5
133217,1,3.5,,3.5,3.5
134158,1,1.5,,1.5,1.5
296,307,4.197068403908795,0.9519971466349251,0.5,5.0
2542,67,4.052238805970149,0.8796277120490309,1.0,5.0
3062,11,4.0,0.38729833462074165,3.0,4.5
1466,52,3.7403846153846154,0.7241654061365725,2.0,5.0
2874,3,3.6666666666666665,0.5773502691896258,3.0,4.0
472,6,2.5833333333333335,0.6645800679125629,1.5,3.0
8950,38,3.986842105263158,0.7304833840652696,2.0,5.0
1718,2,3.25,1.7677669529663689,2.0,4.5
1888,3,2.6666666666666665,1.1547005383792517,2.0,4.0
95738,1,3.0,,3.0,3.0
4396,10,2.75,1.3176156917368247,1.0,5.0
7206,3,3.8333333333333335,0.2886751345948129,3.5,4.0
4291,11,2.727272727272727,0.9839623052646977,1.5,5.0
26350,1,5.0,,5.0,5.0
3306,4,4.125,0.4787135538781691,3.5,4.5
57183,2,4.5,0.7071067811865476,4.0,5.0
121715,1,3.5,,3.5,3.5
128097,1,4.0,,4.0,4.0
173255,1,2.5,,2.5,2.5
8640,13,2.9615384615384617,1.0299987552892653,1.0,4.5
4799,10,3.25,0.950146187582615,1.5,5.0
7222,2,3.25,1.0606601717798212,2.5,4.0
2035,3,3.6666666666666665,1.1547005383792517,3.0,5.0
5670,2,3.0,0.0,3.0,3.0
54372,3,3.8333333333333335,0.2886751345948129,3.5,4.0
4612,1,4.5,,4.5,4.5
4583,1,4.0,,4.0,4.0
5178,1,4.0,,4.0,4.0
46347,2,4.0,0.7071067811865476,3.5,4.5
97742,1,1.5,,1.5,1.5
165139,1,2.0,,2.0,2.0
6376,2,3.5,1.4142135623730951,2.5,4.5
8450,1,3.0,,3.0,3.0
8482,2,2.0,2.1213203435596424,0.5,3.5
8534,1,3.5,,3.5,3.5
3691,1,3.0,,3.0,3.0
6557,1,0.5,,0.5,0.5
26913,1,1.5,,1.5,1.5
33966,1,1.5,,1.5,1.5
119828,1,3.0,,3.0,3.0
5929,1,3.0,,3.0,3.0
3703,40,4.0375,0.8725698855267726,1.5,5.0
41285,17,3.4411764705882355,0.9663454503498037,0.5,5.0
68954,105,4.004761904761905,0.815991722287972,0.5,5.0
72407,9,2.6666666666666665,0.7905694150420948,1.5,4.0
6378,59,3.6186440677966103,0.721223714938759,2.0,5.0
62434,21,3.5238095238095237,0.8728715609439693,1.5,5.0
106487,26,3.6346153846153846,0.8894682940689038,0.5,5.0
513,4,3.375,0.47871355387816905,3.0,4.0
1016,5,2.9,0.5477225575051661,2.0,3.5
2396,92,3.777173913043478,1.0360643262380964,0.5,5.0
78,3,3.3333333333333335,0.5773502691896258,3.0,4.0
322,10,3.55,1.065885130354632,2.0,5.0
1005,8,2.1875,0.9613049166924837,1.0,3.5
89753,8,3.8125,1.1630471062809844,1.5,5.0
48342,2,4.0,1.4142135623730951,3.0,5.0
86377,7,4.0,1.6072751268321592,0.5,5.0
5867,2,4.5,0.7071067811865476,4.0,5.0
918,10,4.1,0.6992058987801009,3.0,5.0
25887,1,5.0,,5.0,5.0
4624,3,3.0,0.0,3.0,3.0
6678,1,3.5,,3.5,3.5
95720,9,3.0,1.0307764064044151,1.0,4.0
4167,10,3.0,1.3743685418725533,0.5,5.0
178111,1,2.0,,2.0,2.0
31364,5,4.7,0.4472135954999579,4.0,5.0
5949,2,4.25,1.0606601717798212,3.5,5.0
71462,4,4.25,0.49999999999999994,4.0,5.0
9018,3,4.333333333333333,0.5773502691896258,4.0,5.0
37720,6,2.9166666666666665,0.8010409893798611,1.5,4.0
53127,4,2.875,1.6007810593582121,0.5,4.0
4531,3,2.6666666666666665,0.5773502691896258,2.0,3.0
33132,1,1.5,,1.5,1.5
4697,4,2.625,1.1086778913041726,1.5,4.0
26713,1,4.5,,4.5,4.5
32906,1,3.5,,3.5,3.5
117364,1,4.0,,4.0,4.0
2848,1,4.0,,4.0,4.0
6911,1,3.5,,3.5,3.5
3577,2,2.0,1.4142135623730951,1.0,3.0
26796,1,3.5,,3.5,3.5
362,34,3.5294117647058822,1.079710795106504,1.0,5.0
673,53,2.707547169811321,1.128451808146517,0.5,5.0
58559,149,4.238255033557047,0.7249974198869505,2.0,5.0
7169,8,3.9375,1.050085030570654,2.5,5.0
3087,24,3.1666666666666665,1.0598058340078627,1.0,5.0
187593,12,3.875,1.2270622715175534,1.0,5.0
56921,5,3.8,1.1510864433221337,2.0,5.0
613,8,3.1875,1.3076014027873435,1.0,5.0
188301,3,3.6666666666666665,0.5773502691896258,3.0,4.0
6939,1,4.0,,4.0,4.0
321,2,4.0,0.0,4.0,4.0
5529,2,3.25,1.0606601717798212,2.5,4.0
67888,1,4.5,,4.5,4.5
104875,2,4.0,0.7071067811865476,3.5,4.5
2625,2,2.5,1.4142135623730951,1.5,3.5
4126,4,3.5,0.5773502691896257,3.0,4.0
147300,1,5.0,,5.0,5.0
163134,3,4.0,0.5,3.5,4.5
175577,1,1.5,,1.5,1.5
4259,4,3.5,0.5773502691896257,3.0,4.0
5222,4,3.375,1.9737865470545017,0.5,5.0
2971,6,4.083333333333333,0.6645800679125629,3.0,5.0
5427,3,2.5,1.3228756555322954,1.5,4.0
8042,7,4.0,0.8660254037844386,2.5,5.0
62299,1,3.5,,3.5,3.5
54256,7,3.142857142857143,1.1443442705426587,1.5,4.5
89047,1,4.0,,4.0,4.0
1533,2,4.5,0.7071067811865476,4.0,5.0
5543,2,2.25,0.3535533905932738,2.0,2.5
84273,1,5.0,,5.0,5.0
26528,3,4.5,0.5,4.0,5.0
80241,3,3.1666666666666665,0.7637626158259734,2.5,4.0
4725,4,3.625,0.75,2.5,4.0
6145,1,2.0,,2.0,2.0
98122,2,3.0,0.0,3.0,3.0
150993,1,4.0,,4.0,4.0
633,1,5.0,,5.0,5.0
43419,1,1.0,,1.0,1.0
961,1,4.0,,4.0,4.0
6237,1,4.0,,4.0,4.0
7131,1,3.0,,3.0,3.0
99721,1,1.5,,1.5,1.5
4061,2,4.0,1.4142135623730951,3.0,5.0
593,279,4.161290322580645,0.853983335734232,0.5,5.0
2797,91,3.71978021978022,0.8794214992722051,0.5,5.0
3441,14,3.4285714285714284,1.1743597741411613,1.0,5.0
1199,59,4.177966101694915,0.8395540270574218,2.0,5.0
597,135,3.4851851851851854,0.8484857907427303,0.5,5.0
1653,86,3.953488372093023,0.8066922548164498,2.0,5.0
1212,24,4.229166666666667,0.977787727771069,1.0,5.0
148626,26,3.9615384615384617,0.8114564304148059,2.5,5.0
2513,10,2.85,1.1559027256266468,1.0,5.0
6157,32,2.5,0.861356769214109,0.5,4.0
73106,3,2.1666666666666665,0.7637626158259733,1.5,3.0
60647,1,2.5,,2.5,2.5
64983,11,3.409090909090909,0.4908249086070214,2.5,4.0
1468,5,2.6,1.816590212458495,1.0,5.0
4474,5,2.9,1.1937336386313322,1.5,4.5
140715,7,4.214285714285714,0.4879500364742666,3.5,5.0
4713,7,3.5714285714285716,1.096531327587567,2.0,5.0
7132,9,4.111111111111111,0.5464532103585,3.5,5.0
6188,39,3.5128205128205128,1.009736674161684,1.0,5.0
26778,3,3.0,1.0,2.0,4.0
50685,6,3.8333333333333335,0.408248290463863,3.5,4.5
57951,3,2.3333333333333335,1.6072751268321592,0.5,3.5
164707,1,4.0,,4.0,4.0
1417,2,3.25,0.3535533905932738,3.0,3.5
105593,2,4.5,0.7071067811865476,4.0,5.0
111375,1,2.5,,2.5,2.5
66297,6,3.5,0.4472135954999579,3.0,4.0
5298,5,3.5,0.6123724356957945,2.5,4.0
106873,3,2.5,0.5,2.0,3.0
33138,1,5.0,,5.0,5.0
101531,1,2.0,,2.0,2.0
4782,2,2.5,0.7071067811865476,2.0,3.0
34330,1,3.0,,3.0,3.0
53974,3,2.3333333333333335,1.1547005383792517,1.0,3.0
124853,1,4.0,,4.0,4.0
2835,1,1.0,,1.0,1.0
6689,1,4.0,,4.0,4.0
99574,1,3.0,,3.0,3.0
165343,1,1.5,,1.5,1.5
976,1,3.0,,3.0,3.0
4796,2,3.25,0.3535533905932738,3.0,3.5
4798,1,3.5,,3.5,3.5
5375,1,3.0,,3.0,3.0
6732,2,3.75,1.7677669529663689,2.5,5.0
7092,2,3.5,0.0,3.5,3.5
35015,1,3.5,,3.5,3.5
97665,1,2.5,,2.5,2.5
876,1,5.0,,5.0,5.0
62718,1,2.5,,2.5,2.5
27373,1,5.0,,5.0,5.0
120827,1,3.0,,3.0,3.0
121035,1,2.0,,2.0,2.0
72424,1,0.5,,0.5,0.5
77893,1,4.0,,4.0,4.0
5962,1,1.0,,1.0,1.0
143385,8,3.4375,1.050085030570654,1.0,4.0
54272,46,3.619565217391304,0.7467320105982961,1.5,5.0
2294,45,3.2444444444444445,0.7659087162424526,1.5,5.0
2606,15,2.566666666666667,0.9232447954800246,0.5,4.0
126548,6,3.25,1.036822067666386,2.0,4.5
7481,4,4.0,0.5773502691896258,3.5,4.5
1863,7,2.4285714285714284,0.5345224838248488,2.0,3.0
3844,9,3.3333333333333335,0.9013878188659973,2.0,5.0
2739,12,3.9166666666666665,0.7637626158259734,2.5,5.0
78105,13,2.8846153846153846,0.9607689228305228,1.0,4.0
4773,4,3.0,0.816496580927726,2.0,4.0
6754,33,3.5,0.7288689868556626,2.5,5.0
54734,2,2.5,1.4142135623730951,1.5,3.5
64622,7,3.2142857142857144,0.9063269671749657,1.5,4.0
950,7,3.857142857142857,0.8521681032463467,2.5,5.0
112497,2,2.0,1.4142135623730951,1.0,3.0
6213,7,2.642857142857143,1.2149857925879117,0.5,4.0
4452,6,2.6666666666666665,0.8755950357709131,1.5,4.0
155,6,2.4166666666666665,1.3570801990548187,1.0,4.0
3436,4,3.75,1.2583057392117916,2.0,5.0
56274,1,3.0,,3.0,3.0
3431,3,1.6666666666666667,0.5773502691896258,1.0,2.0
3843,4,2.375,1.25,1.0,4.0
40946,2,2.0,0.7071067811865476,1.5,2.5
77667,1,3.0,,3.0,3.0
90430,4,4.0,0.9128709291752768,3.0,5.0
99750,1,3.5,,3.5,3.5
51091,4,3.5,0.5773502691896257,3.0,4.0
7218,1,4.5,,4.5,4.5
114847,1,3.0,,3.0,3.0
122490,1,1.5,,1.5,1.5
5771,1,0.5,,0.5,0.5
8458,1,3.5,,3.5,3.5
31694,2,3.25,0.3535533905932738,3.0,3.5
3661,1,3.0,,3.0,3.0
1331,1,2.0,,2.0,2.0
8755,1,3.0,,3.0,3.0
26539,1,3.0,,3.0,3.0
87960,1,3.0,,3.0,3.0
95771,1,4.0,,4.0,4.0
169958,1,1.0,,1.0,1.0
108,1,4.0,,4.0,4.0
47774,1,3.0,,3.0,3.0
7202,1,3.0,,3.0,3.0
133115,1,4.0,,4.0,4.0
1198,200,4.2075,0.7945756745034187,0.5,5.0
368,74,3.5,0.8399282422057222,1.0,5.0
34,128,3.65234375,1.0415739788159346,1.0,5.0
8961,125,3.836,0.7587553475392148,0.5,5.0
193,35,2.4714285714285715,1.01418510567422,1.0,5.0
94864,27,3.2962962962962963,1.0120358314884528,1.5,5.0
1924,8,3.1875,1.066954946163547,2.0,5.0
2888,5,2.1,1.08397416943394,1.0,3.5
119964,1,2.0,,2.0,2.0
138186,1,0.5,,0.5,0.5
8464,50,3.51,0.9448571860555522,0.5,5.0
7587,4,4.0,0.8164965809277259,3.0,5.0
211,2,3.5,0.7071067811865476,3.0,4.0
62376,3,2.8333333333333335,0.5773502691896258,2.5,3.5
1537,13,3.8076923076923075,0.7227972727092276,2.0,5.0
4132,8,2.625,1.093813773650968,1.0,4.0
4321,31,3.370967741935484,0.9306605354575128,1.0,5.0
26258,5,3.9,1.2449899597988732,2.0,5.0
5417,3,3.8333333333333335,1.0408329997330663,3.0,5.0
6124,2,2.75,1.0606601717798212,2.0,3.5
7647,2,3.75,0.3535533905932738,3.5,4.0
52767,3,4.0,0.0,4.0,4.0
72167,4,3.375,1.7017148213885114,1.0,5.0
3152,8,4.5,0.5345224838248487,4.0,5.0
44777,1,4.5,,4.5,4.5
53578,1,5.0,,5.0,5.0
102378,2,2.75,1.7677669529663689,1.5,4.0
118894,1,5.0,,5.0,5.0
136511,1,2.0,,2.0,2.0
1344,14,3.9642857142857144,0.5705694090550689,3.0,5.0
6005,3,3.0,0.8660254037844386,2.0,3.5
103210,1,2.0,,2.0,2.0
117895,6,1.8333333333333333,1.1690451944500122,0.5,3.5
193573,1,4.0,,4.0,4.0
6639,7,3.4285714285714284,1.3047532151257388,0.5,4.0
7103,1,3.5,,3.5,3.5
160954,4,2.625,0.75,1.5,3.0
8011,4,4.0,0.0,4.0,4.0
3235,3,3.6666666666666665,1.2583057392117916,2.5,5.0
4263,2,4.0,0.0,4.0,4.0
89386,1,0.5,,0.5,0.5
